Customer_ID,Call_Date,Call_Duration,Call_Type,Charges,Geography
36,23-11-2023,33,International,27.03102654,Chicago
2,09-09-2023,34,International,6.074344133,Chicago
60,24-07-2023,28,Local,35.12758947,New York
92,06-05-2023,8,Local,24.56503667,New York
91,06-02-2023,22,Local,29.3253915,Los Angeles
48,14-08-2023,56,International,43.50909372,New York
90,02-04-2023,44,Local,24.4662062,Chicago
6,23-08-2023,25,Local,46.43956158,New York
83,13-01-2023,26,International,42.76361264,New York
36,18-05-2023,24,International,5.097209949,Chicago
13,28-08-2023,31,International,38.17244867,New York
4,17-04-2023,60,Local,44.02135173,Los Angeles
85,25-03-2023,29,Local,24.67179148,Chicago
79,20-04-2023,9,International,40.16976894,Los Angeles
91,08-01-2023,32,Local,6.929409314,New York
21,12-04-2023,27,Local,33.16951729,Los Angeles
44,16-03-2023,25,International,45.24628587,Los Angeles
4,18-01-2023,57,Local,6.310120963,Chicago
63,08-05-2023,13,Local,43.13260755,Los Angeles
30,02-05-2023,25,Local,21.53916002,New York
86,01-12-2023,57,Local,48.75079804,New York
61,08-06-2023,23,International,36.86959304,New York
45,26-04-2023,38,Local,34.30504293,New York
74,08-12-2023,36,International,39.99945325,Los Angeles
69,01-02-2023,32,International,50.64310814,Los Angeles
84,21-12-2023,45,International,44.34773758,Los Angeles
24,14-02-2023,56,Local,43.59825476,New York
28,16-06-2023,4,Local,50.33360213,Los Angeles
38,02-12-2023,5,Local,28.18879782,New York
14,14-12-2023,24,International,7.085225407,New York
4,03-03-2023,42,International,25.88194027,Chicago
60,01-05-2023,56,Local,21.54708136,New York
17,05-03-2023,32,Local,29.48279854,Chicago
15,07-03-2023,48,Local,16.38638955,Los Angeles
49,26-08-2023,35,International,40.68866271,Los Angeles
15,16-12-2023,56,International,41.73606622,Chicago
70,05-11-2023,41,International,48.76943526,Chicago
46,02-09-2023,46,International,36.34089083,New York
10,03-01-2023,7,International,15.01309299,Chicago
18,03-05-2023,20,International,7.375532336,Chicago
98,23-12-2023,44,International,15.35821732,New York
93,04-10-2023,33,Local,37.00289642,Los Angeles
27,09-06-2023,43,Local,11.15359126,Chicago
99,10-08-2023,12,International,49.29325339,Chicago
67,27-09-2023,17,Local,19.82326273,Chicago
58,22-06-2023,45,International,44.12195689,Chicago
8,19-02-2023,47,International,9.702666092,Los Angeles
24,20-10-2023,56,Local,23.67312959,New York
24,11-11-2023,51,International,21.40694202,Los Angeles
49,24-01-2023,27,Local,21.24868117,Chicago
72,17-01-2023,50,International,30.89914816,Chicago
87,09-04-2023,52,International,19.47556445,Chicago
93,11-08-2023,19,International,10.85356878,New York
17,16-01-2023,35,International,46.29769537,Chicago
43,07-04-2023,45,International,7.154650879,New York
46,19-12-2023,1,Local,43.05366057,New York
71,24-02-2023,50,Local,31.99399983,Los Angeles
64,11-07-2023,13,International,24.660889,New York
70,14-12-2023,34,Local,44.57798647,Chicago
11,11-10-2023,16,International,40.96106572,Los Angeles
20,14-09-2023,4,Local,41.18125869,Chicago
83,17-10-2023,42,International,18.43488614,Los Angeles
17,21-05-2023,47,Local,20.03573342,Los Angeles
5,10-09-2023,43,Local,11.20310707,Chicago
58,10-09-2023,53,Local,49.51625104,Chicago
35,23-05-2023,55,International,18.57629162,New York
13,27-11-2023,45,International,37.23801968,New York
61,11-06-2023,40,Local,17.54510522,Los Angeles
41,22-12-2023,8,Local,11.25322162,New York
93,09-06-2023,27,Local,33.53864278,Los Angeles
74,05-09-2023,40,International,45.47960657,Chicago
91,11-09-2023,24,Local,25.30387359,Chicago
91,25-01-2023,1,Local,15.33104134,Chicago
83,06-07-2023,54,International,14.98885608,Los Angeles
3,12-12-2023,3,International,31.34777367,Los Angeles
32,04-04-2023,14,International,14.33612227,Chicago
32,11-09-2023,19,Local,33.48825801,Chicago
46,12-08-2023,10,Local,11.04796072,Los Angeles
91,08-01-2023,40,International,12.52077072,Los Angeles
63,18-05-2023,42,International,21.19387791,New York
18,03-11-2023,6,Local,40.14515176,Chicago
76,27-04-2023,59,International,44.69920342,Chicago
13,09-03-2023,9,Local,46.34724885,New York
72,02-01-2023,10,Local,1.04192108,Chicago
2,23-10-2023,11,International,21.60336529,New York
68,12-11-2023,15,International,10.5210556,New York
2,20-06-2023,52,Local,24.28675133,Chicago
53,13-01-2023,30,International,37.47422275,New York
24,11-01-2023,30,Local,49.37199758,Los Angeles
32,17-07-2023,36,Local,42.39256846,Los Angeles
12,20-08-2023,42,International,27.11890922,New York
96,28-02-2023,4,International,10.21042626,Los Angeles
15,06-08-2023,11,International,46.31804793,Chicago
71,18-04-2023,24,International,46.34068982,Los Angeles
14,07-10-2023,15,International,22.256906,New York
42,13-08-2023,57,Local,44.89131506,Chicago
67,25-02-2023,17,International,20.02156538,New York
21,10-02-2023,40,Local,31.06273869,Los Angeles
28,18-01-2023,14,International,5.274621245,Chicago
9,10-10-2023,54,International,17.80978486,Los Angeles
56,17-04-2023,19,Local,44.24609674,Los Angeles
94,02-11-2023,19,Local,50.25526542,New York
11,12-12-2023,49,International,21.33868817,New York
64,28-01-2023,52,International,9.093341517,Los Angeles
3,17-01-2023,53,Local,7.301550909,Chicago
80,23-08-2023,36,Local,30.31826661,New York
50,10-06-2023,46,International,20.34575475,New York
23,20-01-2023,36,International,48.93712325,New York
45,26-10-2023,42,Local,19.07656567,Los Angeles
92,13-12-2023,11,Local,41.46679769,Los Angeles
15,15-09-2023,21,International,2.494271224,New York
90,08-02-2023,51,Local,18.79629641,Los Angeles
87,23-01-2023,21,Local,13.91669036,Chicago
37,03-10-2023,12,International,30.36474738,Los Angeles
81,03-05-2023,10,International,8.531552935,Chicago
65,21-09-2023,35,Local,45.09852374,Los Angeles
54,05-11-2023,1,Local,39.81985787,Chicago
79,04-07-2023,47,International,12.59479256,Los Angeles
42,17-09-2023,53,Local,5.390588675,New York
8,10-08-2023,20,International,28.14912405,Los Angeles
4,17-12-2023,19,Local,15.30735778,Los Angeles
19,09-07-2023,48,Local,43.19091473,New York
97,14-07-2023,9,International,38.72240765,New York
67,23-09-2023,44,Local,15.28985513,New York
45,03-01-2023,45,Local,5.349340218,New York
39,13-04-2023,56,Local,36.91919864,Los Angeles
100,16-05-2023,10,Local,16.14755554,Chicago
83,09-08-2023,24,Local,4.2135412,Chicago
23,26-01-2023,41,International,40.10664806,New York
13,25-07-2023,8,International,20.00219178,Chicago
29,18-08-2023,59,International,38.36506294,Los Angeles
80,27-10-2023,12,Local,32.75546723,Los Angeles
63,25-07-2023,42,International,44.21065639,Los Angeles
4,03-10-2023,9,Local,34.68536872,Los Angeles
76,07-08-2023,17,Local,2.407922303,New York
36,01-04-2023,55,International,8.099942943,New York
31,02-09-2023,12,International,40.01779535,New York
3,08-11-2023,34,Local,11.291092,Chicago
66,09-04-2023,33,Local,20.70983348,New York
89,09-09-2023,2,Local,49.83413401,Chicago
37,22-10-2023,41,International,11.85505442,Los Angeles
45,24-01-2023,12,Local,2.277692839,Chicago
82,02-10-2023,45,International,30.96929447,Los Angeles
20,17-07-2023,35,International,48.05096666,Los Angeles
68,08-05-2023,13,International,7.657840149,Chicago
77,02-02-2023,50,Local,37.48003225,New York
43,23-11-2023,34,International,47.61265259,Los Angeles
26,08-10-2023,56,International,25.48220266,New York
23,16-11-2023,19,International,44.59935374,New York
19,27-03-2023,38,International,10.27526659,New York
43,06-04-2023,27,International,10.6771882,New York
34,20-12-2023,1,Local,4.207283428,Chicago
20,02-05-2023,38,Local,5.110843759,Chicago
93,02-12-2023,23,International,43.08240268,Los Angeles
92,11-09-2023,20,International,35.54436136,Los Angeles
74,13-03-2023,3,International,42.53391291,Chicago
82,01-01-2023,45,Local,20.04295616,Los Angeles
52,02-10-2023,51,International,6.571326337,Los Angeles
27,06-06-2023,53,Local,33.6339297,Chicago
15,14-02-2023,4,International,4.263214231,New York
41,03-07-2023,35,Local,33.10446624,New York
53,27-02-2023,60,International,37.08191261,New York
88,12-10-2023,57,International,3.620754492,Los Angeles
89,25-06-2023,34,International,24.49223654,Chicago
51,25-04-2023,36,Local,8.383009288,New York
63,15-04-2023,22,International,46.36011235,New York
54,03-03-2023,23,International,16.74195977,New York
69,11-10-2023,57,Local,18.31174026,Los Angeles
55,18-07-2023,45,International,31.10996552,Chicago
29,08-10-2023,51,International,25.47779843,Chicago
1,08-01-2023,32,International,6.976303945,New York
72,20-06-2023,25,International,29.41041336,Chicago
65,24-02-2023,31,International,17.45923072,Chicago
36,20-10-2023,16,International,7.46322573,New York
5,03-11-2023,24,International,20.3508722,Los Angeles
56,21-03-2023,17,Local,22.61690812,Chicago
27,08-11-2023,20,Local,33.00882592,Los Angeles
63,01-10-2023,7,Local,1.77171741,Los Angeles
17,14-10-2023,30,International,16.10766164,Chicago
5,20-07-2023,4,Local,5.066587808,Los Angeles
61,17-10-2023,40,Local,45.50224104,Chicago
42,01-06-2023,28,International,49.71399056,Los Angeles
90,17-02-2023,42,International,45.77173905,Los Angeles
51,25-10-2023,48,International,36.09485771,New York
16,22-04-2023,47,Local,16.07152138,New York
6,03-09-2023,22,Local,20.24540916,Los Angeles
82,28-03-2023,43,Local,1.070134437,Chicago
37,07-02-2023,51,Local,8.75178962,New York
46,10-03-2023,19,International,3.781696182,Los Angeles
85,06-07-2023,31,Local,31.37526972,Chicago
11,07-12-2023,15,International,8.535924559,Los Angeles
78,10-01-2023,50,Local,18.10617457,Chicago
20,24-05-2023,41,International,14.14810438,Los Angeles
62,17-03-2023,5,Local,28.49472466,Los Angeles
62,08-02-2023,41,Local,25.17047555,Los Angeles
12,15-08-2023,20,International,49.23397358,Chicago
24,04-01-2023,26,Local,34.19794319,Los Angeles
84,14-09-2023,38,Local,35.04970798,Los Angeles
47,14-11-2023,17,International,17.0200532,New York
74,23-07-2023,35,International,41.07857468,Los Angeles
77,20-02-2023,21,International,8.813051037,Los Angeles
17,06-01-2023,20,International,6.029846179,Los Angeles
79,26-05-2023,30,International,19.99142058,Los Angeles
89,26-12-2023,44,Local,12.71638059,Chicago
25,08-10-2023,51,Local,35.11533298,Chicago
50,26-08-2023,51,International,41.30644898,New York
25,06-04-2023,31,Local,46.55252025,Los Angeles
23,08-03-2023,51,International,24.61371634,Chicago
100,14-10-2023,48,International,20.84399788,Chicago
38,08-06-2023,54,International,31.18643348,Chicago
68,07-04-2023,54,Local,5.713877443,Chicago
56,23-07-2023,46,Local,45.92633314,Los Angeles
84,07-09-2023,17,Local,13.0066064,Chicago
4,25-05-2023,30,Local,13.92280178,New York
12,10-11-2023,42,International,6.569144669,Los Angeles
96,13-09-2023,38,Local,4.714698854,Chicago
2,25-09-2023,49,International,11.20436272,Los Angeles
88,03-01-2023,17,Local,5.213366553,Chicago
85,23-01-2023,18,International,47.26627376,Chicago
93,07-01-2023,21,International,26.82221772,Los Angeles
46,14-07-2023,50,Local,32.66658833,Chicago
92,16-07-2023,13,Local,29.11655285,New York
16,09-10-2023,59,International,38.63970833,Los Angeles
9,14-05-2023,5,International,46.2481301,Chicago
19,15-08-2023,3,International,22.36886745,Chicago
38,27-09-2023,59,International,3.216620877,Chicago
84,26-08-2023,45,Local,39.47142929,Los Angeles
26,23-05-2023,24,Local,4.936868205,Los Angeles
7,16-09-2023,35,International,48.00842186,Chicago
93,19-12-2023,53,Local,10.22269971,New York
64,26-04-2023,35,Local,46.50279497,New York
42,10-10-2023,43,Local,23.77945178,Los Angeles
67,02-03-2023,20,Local,14.83633952,New York
82,08-11-2023,29,Local,9.685007448,Los Angeles
7,27-02-2023,34,Local,48.48429367,Chicago
52,20-09-2023,1,Local,36.28141133,Chicago
82,16-12-2023,10,International,18.44975791,New York
25,16-12-2023,45,Local,14.90696566,Chicago
13,22-07-2023,6,International,33.8949413,Los Angeles
49,21-04-2023,7,International,14.58327884,Chicago
98,06-07-2023,11,Local,37.10491451,New York
71,17-11-2023,34,International,17.67003336,Chicago
84,15-07-2023,13,International,1.81534178,Los Angeles
32,07-07-2023,13,International,42.2246192,Los Angeles
96,05-06-2023,48,International,47.85199839,New York
56,12-05-2023,22,Local,15.85356669,Chicago
80,02-05-2023,17,Local,43.3317982,Los Angeles
15,02-06-2023,54,International,42.23194549,Chicago
83,28-12-2023,11,Local,50.69241159,Chicago
85,09-03-2023,14,International,16.72102513,New York
17,08-01-2023,54,Local,50.0943258,Chicago
73,19-03-2023,10,Local,10.4125314,New York
24,14-10-2023,52,International,38.88019527,Chicago
56,28-08-2023,59,Local,9.864591282,New York
15,22-05-2023,28,Local,47.03396976,Los Angeles
37,12-09-2023,1,Local,5.712030349,Los Angeles
80,23-06-2023,10,Local,42.9827601,Los Angeles
12,03-01-2023,24,Local,33.32708868,Los Angeles
54,24-09-2023,21,Local,20.49519755,Chicago
93,02-11-2023,11,International,43.43498603,Chicago
81,08-08-2023,38,Local,32.22551224,Los Angeles
58,12-02-2023,30,Local,30.33617216,New York
82,04-06-2023,40,International,33.80516974,Chicago
46,20-10-2023,17,Local,20.66511627,Chicago
24,10-08-2023,29,International,37.38361866,Chicago
56,13-06-2023,34,International,2.426422337,New York
28,26-01-2023,47,International,35.42191947,Los Angeles
94,24-11-2023,23,Local,29.77152221,Los Angeles
25,28-06-2023,8,Local,21.75530664,Los Angeles
89,25-11-2023,36,Local,29.86241214,New York
34,01-06-2023,39,Local,3.105877115,New York
48,04-12-2023,16,International,35.72289333,New York
20,19-04-2023,33,International,28.98697565,New York
88,20-10-2023,31,International,12.72869222,Los Angeles
55,14-11-2023,30,International,27.18328119,Chicago
6,19-03-2023,43,Local,26.83158578,Chicago
10,26-03-2023,21,International,40.24175119,Los Angeles
37,14-06-2023,32,Local,13.18321146,New York
67,16-07-2023,11,Local,6.845203983,New York
48,10-07-2023,31,Local,26.67660104,Chicago
92,26-03-2023,9,Local,49.67434484,Chicago
24,28-03-2023,8,Local,42.20607655,Chicago
49,18-08-2023,57,Local,38.17065687,Chicago
16,10-11-2023,42,Local,23.83408862,New York
78,10-01-2023,58,International,37.81584051,Chicago
20,03-10-2023,51,Local,26.80381317,Los Angeles
11,21-05-2023,7,International,24.95989828,New York
100,13-09-2023,52,International,45.99380216,Los Angeles
11,09-12-2023,10,International,48.43416673,Los Angeles
19,16-04-2023,50,International,35.99673222,New York
7,11-10-2023,59,International,21.39962767,New York
86,27-01-2023,60,Local,40.27887788,Chicago
77,11-03-2023,7,International,9.963122856,Los Angeles
52,05-05-2023,13,Local,10.39559288,Chicago
48,01-05-2023,42,Local,4.547872767,New York
46,16-12-2023,54,Local,12.24829378,Los Angeles
33,05-12-2023,1,International,20.09808464,Chicago
61,01-10-2023,30,International,11.8346858,New York
96,05-09-2023,7,Local,33.13443415,Los Angeles
67,03-11-2023,2,Local,40.44121947,New York
20,24-09-2023,59,Local,44.42681884,Chicago
100,08-06-2023,22,Local,37.97726875,New York
50,18-12-2023,35,International,30.14765838,Chicago
75,01-11-2023,3,International,21.48050223,New York
73,03-11-2023,16,International,41.7647693,New York
16,20-03-2023,41,Local,42.24660503,Los Angeles
64,17-09-2023,36,Local,13.10260466,New York
27,10-08-2023,35,Local,9.905773588,Los Angeles
81,16-03-2023,14,Local,15.01035879,New York
65,15-04-2023,19,Local,36.19201861,New York
80,04-10-2023,35,International,6.929189679,Los Angeles
48,24-06-2023,17,International,42.0843809,Los Angeles
60,10-02-2023,46,Local,40.07770338,Los Angeles
44,20-01-2023,43,Local,28.55245217,Chicago
80,22-12-2023,26,International,16.00669203,Chicago
41,12-10-2023,16,International,48.46451694,New York
64,13-10-2023,44,Local,29.17021385,Chicago
2,06-10-2023,46,Local,2.293344176,New York
28,03-03-2023,14,Local,50.44152953,Los Angeles
65,11-08-2023,20,Local,35.53636271,Los Angeles
15,25-03-2023,12,Local,20.94495736,Chicago
79,01-08-2023,45,International,6.044504887,Los Angeles
45,11-11-2023,42,International,22.50850217,New York
41,07-06-2023,42,International,23.85303395,Los Angeles
89,05-12-2023,59,Local,25.53703882,New York
85,22-02-2023,31,Local,39.54754778,Chicago
94,18-08-2023,7,Local,17.52446964,Chicago
97,09-10-2023,55,Local,24.48376876,Chicago
71,19-07-2023,8,International,25.89199486,Chicago
54,03-10-2023,31,Local,23.35949752,Los Angeles
4,03-05-2023,46,Local,19.8249525,New York
32,13-07-2023,27,Local,20.8812887,Chicago
97,28-05-2023,6,Local,40.07223028,New York
6,07-03-2023,8,International,7.691421665,Los Angeles
100,04-07-2023,43,International,21.09491196,New York
39,03-04-2023,1,International,18.42555613,New York
94,02-09-2023,30,International,34.58312925,Los Angeles
62,01-10-2023,57,International,43.51163938,New York
72,01-01-2023,14,International,30.74028114,New York
92,21-09-2023,50,Local,20.4677009,Los Angeles
45,27-11-2023,20,Local,9.03597561,Los Angeles
83,04-11-2023,40,Local,7.427538611,Los Angeles
43,01-12-2023,2,Local,4.57395912,Chicago
83,28-02-2023,28,International,16.07035684,Los Angeles
52,04-03-2023,9,Local,31.61245471,Los Angeles
48,08-04-2023,47,Local,14.53147952,New York
54,01-03-2023,52,International,22.76294708,Chicago
6,11-01-2023,10,International,42.73562942,New York
73,07-08-2023,40,Local,15.64882609,Los Angeles
14,24-06-2023,22,International,42.56268216,Chicago
44,16-05-2023,38,International,33.22802811,Chicago
89,15-03-2023,5,International,23.0477817,Chicago
53,14-12-2023,52,International,5.655814521,Chicago
82,04-04-2023,18,International,45.43932992,New York
38,01-07-2023,58,International,10.88845388,Los Angeles
11,17-01-2023,58,International,39.31687423,Chicago
30,15-03-2023,53,Local,48.88631758,New York
98,07-06-2023,33,Local,9.519426761,Los Angeles
13,13-01-2023,13,Local,11.69547699,New York
31,18-10-2023,54,International,7.388058785,Los Angeles
53,05-01-2023,44,Local,14.47016285,New York
38,02-04-2023,42,Local,35.52703673,Chicago
17,09-06-2023,55,Local,46.95286493,Los Angeles
52,28-09-2023,30,Local,28.08857692,New York
23,27-10-2023,36,International,14.26222933,Los Angeles
66,21-09-2023,56,Local,48.73705196,New York
39,17-04-2023,46,International,11.11182738,Los Angeles
77,28-01-2023,11,Local,34.55188776,Chicago
49,13-12-2023,8,International,35.12342381,Chicago
40,19-12-2023,52,Local,19.12800899,New York
63,17-05-2023,8,Local,41.62224951,New York
44,01-09-2023,38,Local,27.57090495,New York
14,05-07-2023,46,Local,34.41576595,Chicago
76,20-04-2023,27,Local,2.85514665,Chicago
20,05-06-2023,14,International,23.88601556,New York
35,11-09-2023,52,Local,11.51835273,New York
18,02-08-2023,12,International,43.15489431,Los Angeles
43,03-02-2023,13,International,29.86074677,Los Angeles
99,25-05-2023,38,International,12.47126957,New York
83,21-03-2023,19,International,47.01492339,Chicago
37,25-01-2023,51,International,17.73883991,Los Angeles
4,22-01-2023,41,International,42.8513705,New York
97,01-10-2023,16,Local,46.62232949,Los Angeles
85,12-05-2023,17,International,23.50548931,Los Angeles
81,08-01-2023,40,Local,48.69979508,Chicago
80,02-10-2023,51,International,43.75008653,Los Angeles
39,16-03-2023,59,International,46.43282314,Los Angeles
75,17-07-2023,3,Local,36.59144437,Los Angeles
92,11-03-2023,6,Local,38.1493326,Los Angeles
77,12-09-2023,56,International,34.28806327,Chicago
77,07-11-2023,21,International,22.95235372,Chicago
84,08-10-2023,34,International,50.85794529,New York
67,01-05-2023,50,Local,43.48896325,New York
20,16-01-2023,13,International,36.74926706,Los Angeles
44,28-11-2023,10,International,33.52941219,Los Angeles
68,01-05-2023,2,Local,42.27320414,Chicago
63,19-01-2023,13,International,10.52199905,Chicago
95,20-01-2023,28,Local,13.25335724,Chicago
63,15-05-2023,22,International,42.09950065,Chicago
28,18-03-2023,33,Local,7.343447499,New York
12,13-01-2023,37,Local,19.91023064,New York
74,08-01-2023,48,International,4.538427894,New York
74,10-04-2023,24,International,2.955198651,New York
21,12-11-2023,58,Local,15.06446141,New York
98,03-11-2023,29,Local,46.67252268,Los Angeles
61,20-10-2023,36,Local,23.11970082,Chicago
85,15-11-2023,37,International,45.04257682,Chicago
50,08-10-2023,13,International,41.25001441,New York
77,09-07-2023,15,Local,33.93917104,Los Angeles
17,08-03-2023,58,Local,28.00202503,New York
84,01-03-2023,11,Local,11.67912463,New York
34,18-02-2023,13,Local,34.29132104,Chicago
11,03-02-2023,56,Local,11.54196411,Los Angeles
51,12-12-2023,16,Local,43.78737069,New York
85,23-06-2023,54,Local,44.97125103,New York
72,11-10-2023,37,Local,19.27566948,New York
34,28-11-2023,6,Local,37.06902847,Chicago
7,06-12-2023,42,International,10.8076992,Los Angeles
46,27-10-2023,52,Local,46.8398384,Chicago
42,03-02-2023,42,Local,13.72140959,Chicago
61,25-07-2023,15,Local,48.87391133,New York
46,22-06-2023,37,International,37.95190486,New York
36,02-04-2023,1,Local,49.76882078,Los Angeles
16,27-07-2023,36,Local,30.3959974,New York
46,11-01-2023,28,International,2.386704309,New York
74,06-03-2023,30,International,11.97464867,Los Angeles
93,19-04-2023,47,International,40.06135281,Los Angeles
60,18-05-2023,17,Local,41.07917856,New York
85,08-11-2023,2,Local,38.1584,Chicago
57,04-09-2023,12,Local,10.75827018,Los Angeles
65,04-08-2023,48,Local,13.81369145,Los Angeles
30,17-09-2023,23,International,33.68695389,New York
